text,true,pred
pitty wasnt arnd huh! wld rlly wet myself! otherwise wedding gr !! gd time lots smiley faces!,neutral,positive
bummed contest states hawaii??,negative,neutral
minutes boarding hours home. NEG_window NEG_seat,negative,neutral
wish could go. see ya warped sure tho!,positive,neutral
enjoying nice couple dad brother bad never NEG_really NEG_see NEG_each NEG_other NEG_anymore...,neutral,positive
rehearse...starving!!!,negative,neutral
much blog NEG_time NEG_to,neutral,negative
waaa octo drive go,negative,neutral
damned hordies,negative,neutral
dude... really bachelor point?? worry it.,positive,negative
. . thanxxx ! message wanna leave !! ! bye !,positive,negative
